Time,Progress %,Revisit %
75.078564771,63.0,45.18348623853211
75.389838815,63.0,45.4337899543379
75.717149631,64.0,45.36363636363636
76.055334542,64.0,45.158371040723985
76.383305138,64.0,45.40540540540541
76.704398633,65.0,45.56053811659193
77.030856299,65.0,45.357142857142854
77.380136915,66.0,45.15555555555555
77.720148433,66.0,44.955752212389385
78.075504868,66.0,44.757709251101325
78.451441985,66.0,44.56140350877193
78.818192665,66.0,44.366812227074234
79.119376927,67.0,44.173913043478265
79.465828311,67.0,43.98268398268399
79.809327464,67.0,43.87931034482759
80.131026964,67.0,44.12017167381974
80.461118856,67.0,44.35897435897436
80.820724887,67.0,44.59574468085106
81.138764313,67.0,44.83050847457627
81.487606538,67.0,45.063291139240505
81.826509979,67.0,45.294117647058826
82.172923969,67.0,45.52301255230125
82.506362442,67.0,45.75
82.891505655,67.0,45.975103734439834
83.204360919,68.0,45.950413223140494
83.503638157,68.0,45.76131687242798
83.854924867,68.0,45.942622950819676
84.164099816,68.0,46.16326530612245
84.499450419,68.0,46.38211382113821
84.849413027,68.0,46.59919028340081
85.190818011,68.0,46.814516129032256
85.54307304,68.0,47.028112449799195
85.887226951,68.0,47.24
86.224659041,68.0,47.450199203187246
86.571215028,68.0,47.65873015873016
86.961306479,68.0,47.865612648221344
87.292366889,68.0,48.07086614173228
87.627685291,68.0,48.27450980392157
87.9776067,68.0,48.4765625
88.299269508,68.0,48.67704280155642
88.643262086,68.0,48.87596899224806
88.995719623,68.0,49.07335907335907
89.311504206,68.0,49.269230769230774
89.639165705,68.0,49.46360153256705
90.007839529,68.0,49.656488549618324
90.385643281,68.0,49.847908745247146
90.717269542,68.0,50.03787878787879
91.061557626,68.0,50.22641509433963
91.411554693,68.0,50.41353383458647
91.76874067,68.0,50.59925093632959
92.104762186,68.0,50.78358208955224
92.442699994,68.0,50.966542750929364
92.782998856,68.0,51.14814814814815
93.1255515,68.0,51.32841328413284
93.502185306,68.0,51.507352941176464
93.863230451,68.0,51.68498168498169
94.158860775,68.0,51.86131386861314
94.493975302,68.0,52.03636363636364
94.837890912,68.0,52.21014492753623
95.190749011,68.0,52.3826714801444
95.523177931,68.0,52.55395683453238
95.872671369,68.0,52.724014336917556
96.221871223,68.0,52.89285714285714
96.580706264,68.0,53.060498220640575
96.973893591,68.0,53.226950354609926
97.316184944,68.0,53.3922261484099
97.627420491,68.0,53.556338028169016
97.967514437,68.0,53.719298245614034
98.304553395,68.0,53.88111888111888
98.610051546,68.0,54.04181184668989
98.982109048,68.0,54.20138888888889
99.320537055,68.0,54.359861591695505
99.652700185,69.0,54.44827586206896
100.00553933,69.0,54.46735395189003
100.334507195,69.0,54.62328767123288
100.708005376,69.0,54.778156996587036
101.096798226,70.0,54.79591836734694
101.468706441,71.0,54.610169491525426
101.784793762,72.0,54.42567567567568
102.12075781,72.0,54.24242424242425
102.468094898,72.0,54.26174496644295
102.778039424,72.0,54.414715719063544
103.115553235,72.0,54.56666666666666
103.460550708,72.0,54.71760797342192
103.770897586,72.0,54.86754966887417
104.14363001,73.0,54.75247524752476
104.477147034,74.0,54.638157894736835
104.842832495,74.0,54.78688524590164
105.182504568,74.0,54.934640522875824
105.517270535,74.0,55.081433224755706
105.859382399,74.0,55.064935064935064
106.192063208,74.0,55.11326860841423
106.526625237,74.0,55.16129032258065
106.853155384,74.0,55.20900321543408
107.181699279,74.0,55.3525641025641
107.489767297,74.0,55.49520766773163
107.838445664,74.0,55.63694267515924
108.166181285,74.0,55.77777777777778
108.505144284,74.0,55.91772151898734
108.885988618,76.0,55.89905362776025
109.217501418,76.0,55.72327044025157
109.537359172,77.0,55.54858934169279
109.907328422,77.0,55.375
110.267887249,77.0,55.202492211838006
110.610348932,77.0,55.21739130434783
110.982941324,77.0,55.356037151702786
111.312673611,78.0,55.27777777777778
111.647430302,78.0,55.10769230769231
112.011485666,78.0,54.93865030674847
112.340337313,78.0,54.954128440366965
112.672558492,78.0,55.09146341463415
112.988234787,78.0,55.22796352583587
113.354262112,78.0,55.36363636363636
113.702954532,78.0,55.49848942598188
114.003188843,78.0,55.632530120481924
114.342964766,78.0,55.765765765765764
114.657601073,78.0,55.89820359281437
115.017203721,78.0,56.029850746268664
115.334851624,79.0,56.101190476190474
115.668713124,79.0,56.23145400593472
115.982050621,79.0,56.36094674556213
116.302824047,79.0,56.48967551622419
116.627692239,80.0,56.58823529411765
116.978792828,80.0,56.71554252199413
117.299228976,80.0,56.84210526315789
117.620867595,80.0,56.96793002915452
117.973518768,80.0,57.09302325581396
118.295275012,80.0,57.21739130434783
118.612837152,80.0,57.34104046242775
118.968983584,80.0,57.46397694524495
119.291385103,80.0,57.58620689655173
119.62472819,80.0,57.70773638968482
119.991231656,80.0,57.82857142857143
120.33990925,80.0,57.948717948717956
120.767451708,80.0,58.06818181818182
121.202082745,80.0,58.18696883852691
122.003028395,80.0,58.30508474576271
122.270089482,80.0,58.4225352112676
122.595439153,80.0,58.539325842696634
122.916536921,80.0,58.655462184873954
123.213262736,80.0,58.770949720670394
123.575216888,80.0,58.8857938718663
123.919524738,80.0,59.0
124.173984184,80.0,59.11357340720221
124.50188328,80.0,59.22651933701657
124.82635122,80.0,59.33884297520661
125.152299839,81.0,59.31318681318681
125.471070855,81.0,59.150684931506845
125.793895812,82.0,59.04371584699454
126.115649599,82.0,58.88283378746594
126.438877457,83.0,58.72282608695652
126.762025437,83.0,58.61788617886179
127.090656788,83.0,58.729729729729726
127.407324193,84.0,58.706199460916444
127.732554846,84.0,58.54838709677419
128.068573402,84.0,58.391420911528144
128.3985441,84.0,58.235294117647065
128.717305054,85.0,58.08
129.024333555,86.0,57.92553191489361
129.349160589,86.0,57.77188328912467
129.693861833,86.0,57.77777777777777
130.012227286,87.0,57.75725593667546
130.317937198,87.0,57.60526315789474
130.64340316,87.0,57.45406824146981
130.972101995,87.0,57.56544502617801
131.284254574,87.0,57.67624020887728
131.605457916,87.0,57.786458333333336
131.933611987,87.0,57.8961038961039
132.261222062,87.0,58.005181347150256
132.588526944,87.0,58.11369509043928
132.914490014,87.0,58.22164948453609
133.23819556,87.0,58.32904884318766
133.564199517,87.0,58.43589743589743
133.90794272,87.0,58.54219948849105
134.224620581,87.0,58.64795918367347
134.551023798,87.0,58.75318066157761
134.86948136,87.0,58.85786802030457
135.198319078,87.0,58.962025316455694
135.518500638,87.0,59.06565656565657
135.843447356,87.0,59.168765743073045
136.166564119,87.0,59.27135678391959
136.520182465,87.0,59.3734335839599
136.836145765,87.0,59.475
137.160406419,87.0,59.576059850374065
137.505241897,87.0,59.67661691542288
137.836571736,87.0,59.776674937965254
138.169896656,87.0,59.87623762376237
138.487197288,87.0,59.97530864197531
138.800749883,87.0,60.07389162561576
139.156068877,87.0,60.171990171990174
139.46689323,87.0,60.26960784313725
139.796228608,87.0,60.366748166259164
140.118781368,87.0,60.46341463414634
140.447261449,87.0,60.559610705596114
140.768590339,87.0,60.65533980582525
141.08874843,87.0,60.75060532687652
141.413229017,87.0,60.84541062801932
141.737081196,87.0,60.93975903614458
142.055234686,87.0,61.03365384615385
142.386914375,87.0,61.12709832134292
142.713692302,88.0,61.004784688995215
143.042859181,89.0,60.859188544152744
143.363084641,89.0,60.71428571428571
143.687770898,89.0,60.64133016627078
144.006681173,89.0,60.73459715639811
144.335353947,89.0,60.82742316784871
144.660946862,89.0,60.91981132075471
144.982757851,89.0,61.01176470588236
145.307629499,89.0,61.10328638497653
145.621027615,89.0,61.1943793911007
145.963434637,89.0,61.285046728971956
146.287139153,89.0,61.375291375291376
146.607008133,89.0,61.46511627906976
146.938591194,89.0,61.55452436194896
147.255196819,89.0,61.64351851851851
147.582939383,89.0,61.73210161662818
147.899885784,89.0,61.82027649769585
148.222518049,89.0,61.9080459770115
148.547129688,89.0,61.9954128440367
148.871903299,89.0,62.08237986270023
149.195114283,89.0,62.1689497716895
149.522302492,89.0,62.25512528473804
149.845024983,89.0,62.34090909090909
150.164192751,89.0,62.426303854875286
150.503373144,89.0,62.51131221719457
150.826862829,89.0,62.5959367945824
151.153438434,89.0,62.68018018018018
151.474243803,89.0,62.76404494382023
151.795550301,89.0,62.847533632287
152.123696877,89.0,62.93064876957495
152.45570912,89.0,63.01339285714286
152.766586417,89.0,63.095768374164805
153.090798137,89.0,63.17777777777778
153.417641113,89.0,63.25942350332594
153.737673137,89.0,63.34070796460177
154.061241441,89.0,63.42163355408389
154.387567712,89.0,63.5022026431718
154.704428353,89.0,63.582417582417584
155.046363995,89.0,63.66228070175438
155.370933847,89.0,63.7417943107221
155.696686758,89.0,63.82096069868995
156.018181159,89.0,63.89978213507626
156.342716629,89.0,63.97826086956522
156.66816068,89.0,64.05639913232105
156.994829779,89.0,64.13419913419914
157.320403025,89.0,64.21166306695464
157.637382578,89.0,64.28879310344827
157.962163821,89.0,64.36559139784947
158.287251047,89.0,64.4420600858369
158.602940128,89.0,64.51820128479658
158.930365928,89.0,64.5940170940171
159.252743649,89.0,64.66950959488274
159.574183289,89.0,64.74468085106383
159.895665725,89.0,64.81953290870489
160.220219982,89.0,64.89406779661017
160.543771469,89.0,64.96828752642706
160.858340475,89.0,65.042194092827
161.180418159,89.0,65.11578947368422
161.503554573,89.0,65.1890756302521
161.830721412,89.0,65.26205450733752
162.154072846,89.0,65.3347280334728
162.475893739,89.0,65.4070981210856
162.799296735,89.0,65.47916666666667
163.127285087,89.0,65.55093555093555
163.446683622,89.0,65.62240663900415
163.776742346,89.0,65.6935817805383
164.098930071,89.0,65.76446280991736
164.424086023,89.0,65.83505154639175
164.746704811,89.0,65.90534979423869
165.076097617,89.0,65.97535934291581
165.393387044,89.0,66.04508196721312
165.712558498,89.0,66.11451942740287
166.047455336,89.0,66.18367346938776
166.37286968,89.0,66.25254582484726
166.70130456,89.0,66.32113821138212
167.028129227,89.0,66.3894523326572
167.358186141,89.0,66.4574898785425
167.68167867,89.0,66.52525252525253
168.00568871,89.0,66.59274193548387
168.335545002,89.0,66.65995975855131
168.659369895,90.0,66.64658634538154
168.976617633,90.0,66.69338677354709
169.304473756,90.0,66.75999999999999
169.624879732,90.0,66.82634730538922
169.949541084,91.0,66.77290836653387
170.271203514,91.0,66.79920477137176
170.595398139,91.0,66.86507936507937
170.918590857,91.0,66.93069306930694
171.24815637,91.0,66.99604743083005
171.571422727,91.0,67.0611439842209
171.902373161,91.0,67.1259842519685
172.223409511,91.0,67.19056974459725
172.55235352,91.0,67.25490196078432
172.875992052,91.0,67.31898238747553
173.199176449,91.0,67.3828125
173.523151657,91.0,67.44639376218323
173.850827257,91.0,67.50972762645915
174.177325105,91.0,67.57281553398057
174.506710564,91.0,67.63565891472868
174.827777555,91.0,67.69825918762089
175.154894159,91.0,67.76061776061776
175.474928441,91.0,67.82273603082851
175.798561543,91.0,67.88461538461539
176.12548687,91.0,67.94625719769674
176.452705018,91.0,68.00766283524904
176.774319855,91.0,68.06883365200764
177.102903463,91.0,68.12977099236642
177.460528071,91.0,68.19047619047619
177.782425842,91.0,68.25095057034221
178.105538957,91.0,68.3111954459203
178.442774051,91.0,68.37121212121212
178.802300708,91.0,68.43100189035917
179.114069699,91.0,68.49056603773585
179.442727747,91.0,68.54990583804144
179.765878372,91.0,68.60902255639097
180.091356106,91.0,68.66791744840526
180.419620557,91.0,68.72659176029963
180.742904535,92.0,68.69158878504673
181.065282412,92.0,68.56343283582089
181.391387903,92.0,68.43575418994413
181.708335666,93.0,68.3085501858736
182.122225848,93.0,68.33024118738405
182.738951793,93.0,68.38888888888889
183.041903097,93.0,68.44731977818854
183.567462151,93.0,68.50553505535055
183.84708087,93.0,68.56353591160222
184.132977936,93.0,68.62132352941175
184.483514439,93.0,68.67889908256882
184.823108913,93.0,68.73626373626374
185.159479405,93.0,68.79341864716636
185.476218936,93.0,68.85036496350365
185.816457468,93.0,68.90710382513662
186.112882166,93.0,68.96363636363635
186.468534506,93.0,69.01996370235935
186.788777477,93.0,69.07608695652175
187.119177133,93.0,69.13200723327306
187.442585624,93.0,69.18772563176894
187.766386525,93.0,69.24324324324324
188.118636394,93.0,69.29856115107914
188.455014049,93.0,69.35368043087972
188.791864515,93.0,69.40860215053763
189.146018277,93.0,69.46332737030411
189.456067534,93.0,69.51785714285714
189.831416947,93.0,69.57219251336898
190.165467329,93.0,69.62633451957295
190.506333277,93.0,69.68028419182949
190.850541066,93.0,69.73404255319149
191.187818139,93.0,69.78761061946904
191.502910204,93.0,69.84098939929328
191.847194747,93.0,69.8941798941799
192.18883763,93.0,69.94718309859155
192.513310764,93.0,70.0
192.851203482,93.0,70.05263157894737
193.208356859,93.0,70.10507880910683
193.561234666,93.0,70.15734265734265
193.919405732,93.0,70.20942408376963
194.276199765,93.0,70.26132404181185
194.598920516,93.0,70.31304347826087
194.926464449,93.0,70.36458333333333
195.24819506,93.0,70.4159445407279
195.576907105,93.0,70.46712802768165
195.899476893,93.0,70.51813471502591
196.23054798,93.0,70.56896551724138
196.600021112,93.0,70.6196213425129
196.960546174,93.0,70.6701030927835
197.334673143,93.0,70.7204116638079
197.669847028,93.0,70.77054794520548
198.003537845,93.0,70.82051282051282
198.325145592,93.0,70.8703071672355
198.702560283,93.0,70.91993185689948
199.02703401,93.0,70.96938775510205
199.369243576,93.0,71.01867572156198
199.71416838,93.0,71.06779661016948
200.036718921,93.0,71.11675126903553
200.385728584,93.0,71.16554054054053
200.751291215,93.0,71.2141652613828
201.064633248,93.0,71.26262626262626
201.382313907,93.0,71.3109243697479
201.733972337,93.0,71.35906040268456
202.061284266,93.0,71.4070351758794
202.380724167,93.0,71.45484949832776
202.712678952,93.0,71.50250417362271
203.04742806,93.0,71.55
203.378789153,93.0,71.5973377703827
203.726785368,93.0,71.64451827242524
204.048538344,93.0,71.6915422885572
204.369696626,93.0,71.7384105960265
204.730762666,93.0,71.78512396694214
205.094307788,93.0,71.83168316831683
205.424797189,93.0,71.87808896210873
205.751177677,93.0,71.92434210526316
206.075453433,93.0,71.9704433497537
206.424693614,93.0,72.01639344262296
206.773084577,93.0,72.0621931260229
207.107517793,93.0,72.1078431372549
207.455880969,93.0,72.15334420880913
207.836434655,93.0,72.1986970684039
208.187456105,93.0,72.24390243902438
208.530171364,93.0,72.28896103896105
208.852862811,93.0,72.33387358184766
209.190978914,93.0,72.37864077669903
209.513173794,93.0,72.4232633279483
209.873834583,93.0,72.46774193548387
210.292746726,93.0,72.512077294686
210.582378195,93.0,72.55627009646302
210.949939506,93.0,72.60032102728732
211.306378043,93.0,72.64423076923077
211.65723874,93.0,72.688
212.007425497,93.0,72.73162939297124
212.331107485,93.0,72.77511961722489
212.667443553,93.0,72.81847133757961
213.01430529,93.0,72.86168521462639
213.343620553,93.0,72.90476190476191
213.778907787,93.0,72.94770206022187
214.116004308,93.0,72.99050632911393
214.449216415,93.0,73.03317535545024
214.818457708,93.0,73.0757097791798
215.111040237,93.0,73.11811023622047
215.465112341,93.0,73.16037735849056
215.81425156,93.0,73.20251177394034
216.160786907,93.0,73.24451410658307
216.492891042,93.0,73.28638497652582
216.838247441,93.0,73.328125
217.169285472,94.0,73.32293291731669
217.515828982,94.0,73.20872274143302
217.939967654,94.0,73.2348367029549
218.267602097,94.0,73.27639751552795
218.570639799,94.0,73.31782945736434
218.930801985,94.0,73.35913312693498
219.273392514,94.0,73.40030911901081
219.596652527,94.0,73.44135802469137
219.935798336,94.0,73.48228043143298
220.259113926,94.0,73.52307692307693
220.573197741,94.0,73.56374807987712
220.902352701,94.0,73.6042944785276
221.219289555,94.0,73.64471669218989
221.579135043,94.0,73.68501529051987
221.932603501,94.0,73.72519083969465
222.280625889,94.0,73.76524390243902
222.638619603,94.0,73.80517503805176
222.957717152,94.0,73.84498480243161
223.33377449,94.0,73.8846737481032
223.683039055,94.0,73.92424242424242
224.010980673,94.0,73.96369137670197
224.317856509,94.0,74.00302114803625
224.685060186,94.0,74.0422322775264
225.005636724,94.0,74.08132530120481
225.327774499,94.0,74.1203007518797
225.652090662,94.0,74.15915915915916
225.999547163,94.0,74.19790104947526
226.333924916,94.0,74.23652694610779
226.670388832,94.0,74.27503736920778
226.997933967,94.0,74.31343283582089
227.321015771,94.0,74.35171385991059
227.64733869,94.0,74.38988095238095
227.967696758,94.0,74.42793462109955
228.29395629,94.0,74.46587537091987
228.623508222,94.0,74.5037037037037
228.945641481,94.0,74.5414201183432
229.291140123,94.0,74.57902511078287
229.668340783,95.0,74.58702064896755
230.023140683,95.0,74.62444771723122
230.368053239,95.0,74.66176470588235
230.715475527,95.0,74.69897209985315
231.072648537,95.0,74.73607038123167
231.392326069,95.0,74.77306002928258
231.757506905,95.0,74.80994152046783
232.071020742,95.0,74.84671532846716
232.397856322,95.0,74.88338192419826
232.767095102,95.0,74.91994177583697
233.084501127,95.0,74.95639534883722
233.451588027,95.0,74.99274310595065
233.774683684,95.0,75.02898550724638
234.085850844,95.0,75.06512301013024
234.413036118,95.0,75.10115606936417
234.760755726,95.0,75.13708513708514
235.125288418,95.0,75.17291066282421
235.461354486,95.0,75.20863309352518
235.824101966,95.0,75.24425287356323
236.157881912,95.0,75.27977044476327
236.504287761,95.0,75.31518624641834
236.838748977,95.0,75.35050071530758
237.179313774,95.0,75.38571428571429
237.517645229,95.0,75.42082738944366
237.872314424,95.0,75.45584045584044
238.187048144,95.0,75.49075391180654
238.58070681,95.0,75.52556818181819
238.885569541,95.0,75.56028368794327
239.284183053,95.0,75.59490084985836
239.616340275,95.0,75.62942008486563
239.956320434,95.0,75.6638418079096
240.322661376,95.0,75.69816643159379
240.650267026,95.0,75.73239436619718
241.004932335,95.0,75.76652601969057
241.356809433,95.0,75.8005617977528
241.675022509,95.0,75.83450210378682
242.066832226,95.0,75.86834733893556
242.402156678,95.0,75.90209790209789
242.727949691,95.0,75.93575418994413
243.077346004,95.0,75.96931659693166
243.423008148,95.0,76.00278551532034
243.746374226,95.0,76.03616133518776
244.088467187,95.0,76.06944444444444
244.435123075,95.0,76.10263522884883
244.772006653,95.0,76.13573407202216
245.122404677,95.0,76.16874135546334
245.5067251,95.0,76.20165745856353
245.851190488,95.0,76.23448275862069
246.198423028,95.0,76.26721763085399
246.534116925,95.0,76.29986244841815
246.877012759,95.0,76.33241758241758
247.211494455,95.0,76.36488340192044
247.568897887,95.0,76.3972602739726
247.880173066,95.0,76.42954856361149
248.196389235,95.0,76.46174863387978
248.525425095,95.0,76.49386084583901
248.865456255,95.0,76.52588555858311
249.213603952,95.0,76.5578231292517
249.590568036,95.0,76.58967391304347
249.904797626,95.0,76.62143826322931
250.264064937,95.0,76.65311653116531
250.608690956,95.0,76.68470906630583
250.942250504,95.0,76.71621621621621
251.270801597,95.0,76.7476383265857
251.587662793,95.0,76.77897574123989
251.905904538,95.0,76.81022880215343
252.234631311,95.0,76.84139784946237
252.595573479,95.0,76.8724832214765
252.915762571,95.0,76.90348525469169
253.24013186,95.0,76.93440428380187
253.559056003,95.0,76.96524064171123
253.88456213,95.0,76.99599465954606
254.204765499,95.0,77.02666666666667
254.529522597,95.0,77.0572569906791
254.887397763,95.0,77.0877659574468
255.224901413,95.0,77.11819389110227
255.545225322,95.0,77.14854111405836
255.921111379,95.0,77.17880794701986
256.265523811,95.0,77.20899470899471
256.621301038,95.0,77.23910171730515
256.972263223,95.0,77.26912928759894
257.324283193,95.0,77.29907773386034
257.691441632,95.0,77.32894736842105
258.019710158,95.0,77.35873850197109
258.352137009,95.0,77.38845144356955
258.687662431,95.0,77.4180865006553
259.014516497,95.0,77.44764397905759
259.351170178,95.0,77.47712418300654
259.721347962,95.0,77.5065274151436
260.077771055,95.0,77.53585397653194
260.429901233,95.0,77.56510416666667
260.763027172,95.0,77.59427828348504
261.079410371,95.0,77.62337662337663
261.428065169,95.0,77.65239948119326
261.801890653,95.0,77.68134715025907
262.130300135,95.0,77.71021992238035
262.436116349,95.0,77.7390180878553
262.789172132,95.0,77.76774193548387
263.111878879,95.0,77.79639175257732
263.42700202,95.0,77.82496782496783
263.757858222,95.0,77.85347043701799
264.10550337,95.0,77.8818998716303
264.473697724,95.0,77.91025641025641
